platform,liquidity_quintile,liquidity_quintile_label,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
polymarket,4,Q4 Mid-High,65,67.5,65-70,489,332,0.6789366053169734,0.6724576931008803,0.006478912216093091,0.6362978212665421,0.7187858405022697
polymarket,4,Q4 Mid-High,70,72.5,70-75,494,352,0.7125506072874493,0.720222691432912,-0.00767208414546261,0.671120973768605,0.7506999427638823
polymarket,4,Q4 Mid-High,75,77.5,75-80,450,338,0.7511111111111111,0.7703435817880812,-0.019232470676970093,0.709149351876217,0.7888217464100572
polymarket,4,Q4 Mid-High,80,82.5,80-85,467,382,0.8179871520342612,0.8218014943185468,-0.0038143422842855657,0.7804430396034265,0.8503423455452095
polymarket,4,Q4 Mid-High,85,87.5,85-90,342,287,0.8391812865497076,0.8725070423127839,-0.03332575576307628,0.7965127246336354,0.8743146136622781
polymarket,4,Q4 Mid-High,90,92.5,90-95,486,449,0.9238683127572016,0.9227476661118241,0.0011206466453774766,0.8968236519189845,0.9442645692529208
polymarket,4,Q4 Mid-High,95,97.5,95-100,13687,13624,0.9953970921312194,0.9928554285865832,0.0025416635446362523,0.9941157471323419,0.9964004239115185
polymarket,5,Q5 Highest,0,2.5,0-5,23276,64,0.002749613335624678,0.004526609780642834,-0.0017769964450181563,0.002154009528102008,0.003509327975019147
polymarket,5,Q5 Highest,5,7.5,5-10,808,69,0.0853960396039604,0.06960019082755117,0.01579584877640923,0.06803354649601709,0.106682309404937
polymarket,5,Q5 Highest,10,12.5,10-15,723,93,0.12863070539419086,0.12069276367606874,0.007937941718122121,0.10617511331034467,0.15501191836203074
polymarket,5,Q5 Highest,15,17.5,15-20,653,151,0.23124042879019907,0.17229850820055823,0.058941920589640845,0.20052970820571567,0.26509488073627585
polymarket,5,Q5 Highest,20,22.5,20-25,704,189,0.2684659090909091,0.22113300125456803,0.04733290783634109,0.23705082121908186,0.3023941619522944
polymarket,5,Q5 Highest,25,27.5,25-30,861,269,0.3124274099883856,0.2717669976233484,0.0406604123650372,0.28235910253205954,0.34416210088831245
polymarket,5,Q5 Highest,30,32.5,30-35,775,287,0.37032258064516127,0.3222873044498208,0.04803527619534048,0.3370420490235164,0.40488236795677834
polymarket,5,Q5 Highest,35,37.5,35-40,780,328,0.4205128205128205,0.3722280849479231,0.04828473556489743,0.3863418045483758,0.4554629682526596
polymarket,5,Q5 Highest,40,42.5,40-45,1256,565,0.4498407643312102,0.42470961835352083,0.02513114597768934,0.42252246239964664,0.47746496459117505
polymarket,5,Q5 Highest,45,47.5,45-50,1918,877,0.4572471324296142,0.4734988794375125,-0.01625174700789833,0.43505967824705144,0.4796055053976361
polymarket,5,Q5 Highest,50,52.5,50-55,2133,1063,0.49835911861228316,0.51897029936647,-0.02061118075418683,0.4771619848450471,0.519562152311399
polymarket,5,Q5 Highest,55,57.5,55-60,1031,558,0.5412221144519883,0.5700427888433787,-0.028820674391390355,0.5107082563769741,0.5714299181996952
polymarket,5,Q5 Highest,60,62.5,60-65,688,418,0.6075581395348837,0.6202075034085458,-0.012649363873662112,0.570569998105339,0.6433518013354577
polymarket,5,Q5 Highest,65,67.5,65-70,567,361,0.63668430335097,0.6713104818090592,-0.03462617845808913,0.5962987026821147,0.6752302118188607
polymarket,5,Q5 Highest,70,72.5,70-75,475,338,0.7115789473684211,0.7216299301382599,-0.010050982769838845,0.6692685380676936,0.7504944900401401
polymarket,5,Q5 Highest,75,77.5,75-80,418,312,0.7464114832535885,0.7695312319285513,-0.023119748674962803,0.7025889859460053,0.7857459720097772
polymarket,5,Q5 Highest,80,82.5,80-85,394,326,0.8274111675126904,0.8213747289657617,0.006036438546928702,0.7869816286774342,0.8615176735574251
polymarket,5,Q5 Highest,85,87.5,85-90,321,267,0.8317757009345794,0.8711036989085517,-0.03932799797397224,0.7869845513073701,0.8687196442143856
polymarket,5,Q5 Highest,90,92.5,90-95,375,334,0.8906666666666667,0.9237974056270677,-0.033130738960400974,0.8550324573602777,0.9183778544956538
polymarket,5,Q5 Highest,95,97.5,95-100,13242,13203,0.9970548255550521,0.9945868737804119,0.002467951774640209,0.9959766262663832,0.997844710084189
